"location","target","target_end_date","forecast_date","type","quantile","value"
"60","8 day ahead inc hosp","2022-01-04","2021-12-27","quantile",0.65,0
"60","9 day ahead inc hosp","2022-01-05","2021-12-27","quantile",0.65,0
"60","10 day ahead inc hosp","2022-01-06","2021-12-27","quantile",0.65,0
"60","11 day ahead inc hosp","2022-01-07","2021-12-27","quantile",0.65,0
"60","12 day ahead inc hosp","2022-01-08","2021-12-27","quantile",0.65,0
"60","13 day ahead inc hosp","2022-01-09","2021-12-27","quantile",0.65,0
"60","14 day ahead inc hosp","2022-01-10","2021-12-27","quantile",0.65,0
"60","15 day ahead inc hosp","2022-01-11","2021-12-27","quantile",0.65,0
"60","16 day ahead inc hosp","2022-01-12","2021-12-27","quantile",0.65,0
"60","17 day ahead inc hosp","2022-01-13","2021-12-27","quantile",0.65,0
"60","18 day ahead inc hosp","2022-01-14","2021-12-27","quantile",0.65,0
"60","19 day ahead inc hosp","2022-01-15","2021-12-27","quantile",0.65,0
"60","20 day ahead inc hosp","2022-01-16","2021-12-27","quantile",0.65,0
"60","21 day ahead inc hosp","2022-01-17","2021-12-27","quantile",0.65,0
"60","22 day ahead inc hosp","2022-01-18","2021-12-27","quantile",0.65,0
"60","23 day ahead inc hosp","2022-01-19","2021-12-27","quantile",0.65,0
"60","24 day ahead inc hosp","2022-01-20","2021-12-27","quantile",0.65,0
"60","25 day ahead inc hosp","2022-01-21","2021-12-27","quantile",0.65,0
"60","1 day ahead inc hosp","2021-12-28","2021-12-27","quantile",0.7,0
"60","2 day ahead inc hosp","2021-12-29","2021-12-27","quantile",0.7,0
"60","3 day ahead inc hosp","2021-12-30","2021-12-27","quantile",0.7,0
"60","4 day ahead inc hosp","2021-12-31","2021-12-27","quantile",0.7,0
"60","5 day ahead inc hosp","2022-01-01","2021-12-27","quantile",0.7,0
"60","6 day ahead inc hosp","2022-01-02","2021-12-27","quantile",0.7,0
"60","7 day ahead inc hosp","2022-01-03","2021-12-27","quantile",0.7,0
"60","8 day ahead inc hosp","2022-01-04","2021-12-27","quantile",0.7,0
"60","9 day ahead inc hosp","2022-01-05","2021-12-27","quantile",0.7,0
"60","10 day ahead inc hosp","2022-01-06","2021-12-27","quantile",0.7,0
"60","11 day ahead inc hosp","2022-01-07","2021-12-27","quantile",0.7,0
"60","12 day ahead inc hosp","2022-01-08","2021-12-27","quantile",0.7,0
"60","13 day ahead inc hosp","2022-01-09","2021-12-27","quantile",0.7,0
"60","14 day ahead inc hosp","2022-01-10","2021-12-27","quantile",0.7,0
"60","15 day ahead inc hosp","2022-01-11","2021-12-27","quantile",0.7,0
"60","16 day ahead inc hosp","2022-01-12","2021-12-27","quantile",0.7,0
"60","17 day ahead inc hosp","2022-01-13","2021-12-27","quantile",0.7,0
"60","18 day ahead inc hosp","2022-01-14","2021-12-27","quantile",0.7,0
"60","19 day ahead inc hosp","2022-01-15","2021-12-27","quantile",0.7,0
"60","20 day ahead inc hosp","2022-01-16","2021-12-27","quantile",0.7,0
"60","21 day ahead inc hosp","2022-01-17","2021-12-27","quantile",0.7,0
"60","22 day ahead inc hosp","2022-01-18","2021-12-27","quantile",0.7,0
"60","23 day ahead inc hosp","2022-01-19","2021-12-27","quantile",0.7,0
"60","24 day ahead inc hosp","2022-01-20","2021-12-27","quantile",0.7,0
"60","25 day ahead inc hosp","2022-01-21","2021-12-27","quantile",0.7,0
"60","1 day ahead inc hosp","2021-12-28","2021-12-27","quantile",0.75,0
"60","2 day ahead inc hosp","2021-12-29","2021-12-27","quantile",0.75,0
"60","3 day ahead inc hosp","2021-12-30","2021-12-27","quantile",0.75,0
"60","4 day ahead inc hosp","2021-12-31","2021-12-27","quantile",0.75,0
"60","5 day ahead inc hosp","2022-01-01","2021-12-27","quantile",0.75,0
"60","6 day ahead inc hosp","2022-01-02","2021-12-27","quantile",0.75,0
"60","7 day ahead inc hosp","2022-01-03","2021-12-27","quantile",0.75,0
"60","8 day ahead inc hosp","2022-01-04","2021-12-27","quantile",0.75,0
"60","9 day ahead inc hosp","2022-01-05","2021-12-27","quantile",0.75,0
"60","10 day ahead inc hosp","2022-01-06","2021-12-27","quantile",0.75,0
"60","11 day ahead inc hosp","2022-01-07","2021-12-27","quantile",0.75,0
"60","12 day ahead inc hosp","2022-01-08","2021-12-27","quantile",0.75,0
"60","13 day ahead inc hosp","2022-01-09","2021-12-27","quantile",0.75,0
"60","14 day ahead inc hosp","2022-01-10","2021-12-27","quantile",0.75,0
"60","15 day ahead inc hosp","2022-01-11","2021-12-27","quantile",0.75,0
"60","16 day ahead inc hosp","2022-01-12","2021-12-27","quantile",0.75,0
"60","17 day ahead inc hosp","2022-01-13","2021-12-27","quantile",0.75,0
"60","18 day ahead inc hosp","2022-01-14","2021-12-27","quantile",0.75,0
"60","19 day ahead inc hosp","2022-01-15","2021-12-27","quantile",0.75,0
"60","20 day ahead inc hosp","2022-01-16","2021-12-27","quantile",0.75,0
"60","21 day ahead inc hosp","2022-01-17","2021-12-27","quantile",0.75,0
"60","22 day ahead inc hosp","2022-01-18","2021-12-27","quantile",0.75,0
"60","23 day ahead inc hosp","2022-01-19","2021-12-27","quantile",0.75,0
"60","24 day ahead inc hosp","2022-01-20","2021-12-27","quantile",0.75,0
"60","25 day ahead inc hosp","2022-01-21","2021-12-27","quantile",0.75,0
"60","1 day ahead inc hosp","2021-12-28","2021-12-27","quantile",0.8,0
"60","2 day ahead inc hosp","2021-12-29","2021-12-27","quantile",0.8,0
"60","3 day ahead inc hosp","2021-12-30","2021-12-27","quantile",0.8,0
"60","4 day ahead inc hosp","2021-12-31","2021-12-27","quantile",0.8,0
"60","5 day ahead inc hosp","2022-01-01","2021-12-27","quantile",0.8,0
"60","6 day ahead inc hosp","2022-01-02","2021-12-27","quantile",0.8,0
"60","7 day ahead inc hosp","2022-01-03","2021-12-27","quantile",0.8,0
"60","8 day ahead inc hosp","2022-01-04","2021-12-27","quantile",0.8,0
"60","9 day ahead inc hosp","2022-01-05","2021-12-27","quantile",0.8,0
"60","10 day ahead inc hosp","2022-01-06","2021-12-27","quantile",0.8,0
"60","11 day ahead inc hosp","2022-01-07","2021-12-27","quantile",0.8,0
"60","12 day ahead inc hosp","2022-01-08","2021-12-27","quantile",0.8,0
"60","13 day ahead inc hosp","2022-01-09","2021-12-27","quantile",0.8,0
"60","14 day ahead inc hosp","2022-01-10","2021-12-27","quantile",0.8,0
"60","15 day ahead inc hosp","2022-01-11","2021-12-27","quantile",0.8,0
"60","16 day ahead inc hosp","2022-01-12","2021-12-27","quantile",0.8,0
"60","17 day ahead inc hosp","2022-01-13","2021-12-27","quantile",0.8,0
"60","18 day ahead inc hosp","2022-01-14","2021-12-27","quantile",0.8,0
"60","19 day ahead inc hosp","2022-01-15","2021-12-27","quantile",0.8,0
"60","20 day ahead inc hosp","2022-01-16","2021-12-27","quantile",0.8,0
"60","21 day ahead inc hosp","2022-01-17","2021-12-27","quantile",0.8,0
"60","22 day ahead inc hosp","2022-01-18","2021-12-27","quantile",0.8,0
"60","23 day ahead inc hosp","2022-01-19","2021-12-27","quantile",0.8,0
"60","24 day ahead inc hosp","2022-01-20","2021-12-27","quantile",0.8,0
"60","25 day ahead inc hosp","2022-01-21","2021-12-27","quantile",0.8,0
"60","1 day ahead inc hosp","2021-12-28","2021-12-27","quantile",0.85,0
"60","2 day ahead inc hosp","2021-12-29","2021-12-27","quantile",0.85,0
"60","3 day ahead inc hosp","2021-12-30","2021-12-27","quantile",0.85,0
"60","4 day ahead inc hosp","2021-12-31","2021-12-27","quantile",0.85,0
"60","5 day ahead inc hosp","2022-01-01","2021-12-27","quantile",0.85,0
"60","6 day ahead inc hosp","2022-01-02","2021-12-27","quantile",0.85,0
"60","7 day ahead inc hosp","2022-01-03","2021-12-27","quantile",0.85,0
"60","8 day ahead inc hosp","2022-01-04","2021-12-27","quantile",0.85,0
"60","9 day ahead inc hosp","2022-01-05","2021-12-27","quantile",0.85,0
"60","10 day ahead inc hosp","2022-01-06","2021-12-27","quantile",0.85,0
"60","11 day ahead inc hosp","2022-01-07","2021-12-27","quantile",0.85,0
"60","12 day ahead inc hosp","2022-01-08","2021-12-27","quantile",0.85,0
"60","13 day ahead inc hosp","2022-01-09","2021-12-27","quantile",0.85,0
"60","14 day ahead inc hosp","2022-01-10","2021-12-27","quantile",0.85,0
"60","15 day ahead inc hosp","2022-01-11","2021-12-27","quantile",0.85,0
"60","16 day ahead inc hosp","2022-01-12","2021-12-27","quantile",0.85,0
"60","17 day ahead inc hosp","2022-01-13","2021-12-27","quantile",0.85,0
"60","18 day ahead inc hosp","2022-01-14","2021-12-27","quantile",0.85,0
"60","19 day ahead inc hosp","2022-01-15","2021-12-27","quantile",0.85,0
"60","20 day ahead inc hosp","2022-01-16","2021-12-27","quantile",0.85,0
"60","21 day ahead inc hosp","2022-01-17","2021-12-27","quantile",0.85,0
"60","22 day ahead inc hosp","2022-01-18","2021-12-27","quantile",0.85,0
"60","23 day ahead inc hosp","2022-01-19","2021-12-27","quantile",0.85,0
"60","24 day ahead inc hosp","2022-01-20","2021-12-27","quantile",0.85,0
"60","25 day ahead inc hosp","2022-01-21","2021-12-27","quantile",0.85,0
"60","1 day ahead inc hosp","2021-12-28","2021-12-27","quantile",0.9,0
"60","2 day ahead inc hosp","2021-12-29","2021-12-27","quantile",0.9,0
"60","3 day ahead inc hosp","2021-12-30","2021-12-27","quantile",0.9,0
"60","4 day ahead inc hosp","2021-12-31","2021-12-27","quantile",0.9,0
"60","5 day ahead inc hosp","2022-01-01","2021-12-27","quantile",0.9,0
"60","6 day ahead inc hosp","2022-01-02","2021-12-27","quantile",0.9,0
"60","7 day ahead inc hosp","2022-01-03","2021-12-27","quantile",0.9,0
"60","8 day ahead inc hosp","2022-01-04","2021-12-27","quantile",0.9,0
"60","9 day ahead inc hosp","2022-01-05","2021-12-27","quantile",0.9,0
"60","10 day ahead inc hosp","2022-01-06","2021-12-27","quantile",0.9,0
"60","11 day ahead inc hosp","2022-01-07","2021-12-27","quantile",0.9,0
"60","12 day ahead inc hosp","2022-01-08","2021-12-27","quantile",0.9,0
"60","13 day ahead inc hosp","2022-01-09","2021-12-27","quantile",0.9,0
"60","14 day ahead inc hosp","2022-01-10","2021-12-27","quantile",0.9,0
"60","15 day ahead inc hosp","2022-01-11","2021-12-27","quantile",0.9,0
"60","16 day ahead inc hosp","2022-01-12","2021-12-27","quantile",0.9,0
"60","17 day ahead inc hosp","2022-01-13","2021-12-27","quantile",0.9,0
"60","18 day ahead inc hosp","2022-01-14","2021-12-27","quantile",0.9,0
"60","19 day ahead inc hosp","2022-01-15","2021-12-27","quantile",0.9,0
"60","20 day ahead inc hosp","2022-01-16","2021-12-27","quantile",0.9,0
"60","21 day ahead inc hosp","2022-01-17","2021-12-27","quantile",0.9,0
"60","22 day ahead inc hosp","2022-01-18","2021-12-27","quantile",0.9,0
"60","23 day ahead inc hosp","2022-01-19","2021-12-27","quantile",0.9,0
"60","24 day ahead inc hosp","2022-01-20","2021-12-27","quantile",0.9,0
"60","25 day ahead inc hosp","2022-01-21","2021-12-27","quantile",0.9,0
"60","1 day ahead inc hosp","2021-12-28","2021-12-27","quantile",0.95,0
"60","2 day ahead inc hosp","2021-12-29","2021-12-27","quantile",0.95,0
"60","3 day ahead inc hosp","2021-12-30","2021-12-27","quantile",0.95,0
"60","4 day ahead inc hosp","2021-12-31","2021-12-27","quantile",0.95,0
"60","5 day ahead inc hosp","2022-01-01","2021-12-27","quantile",0.95,0
"60","6 day ahead inc hosp","2022-01-02","2021-12-27","quantile",0.95,0
"60","7 day ahead inc hosp","2022-01-03","2021-12-27","quantile",0.95,0
"60","8 day ahead inc hosp","2022-01-04","2021-12-27","quantile",0.95,0
"60","9 day ahead inc hosp","2022-01-05","2021-12-27","quantile",0.95,0
"60","10 day ahead inc hosp","2022-01-06","2021-12-27","quantile",0.95,0
"60","11 day ahead inc hosp","2022-01-07","2021-12-27","quantile",0.95,0
"60","12 day ahead inc hosp","2022-01-08","2021-12-27","quantile",0.95,0
"60","13 day ahead inc hosp","2022-01-09","2021-12-27","quantile",0.95,0
"60","14 day ahead inc hosp","2022-01-10","2021-12-27","quantile",0.95,0
"60","15 day ahead inc hosp","2022-01-11","2021-12-27","quantile",0.95,0
"60","16 day ahead inc hosp","2022-01-12","2021-12-27","quantile",0.95,0
"60","17 day ahead inc hosp","2022-01-13","2021-12-27","quantile",0.95,0
"60","18 day ahead inc hosp","2022-01-14","2021-12-27","quantile",0.95,0
"60","19 day ahead inc hosp","2022-01-15","2021-12-27","quantile",0.95,0
"60","20 day ahead inc hosp","2022-01-16","2021-12-27","quantile",0.95,0
"60","21 day ahead inc hosp","2022-01-17","2021-12-27","quantile",0.95,0
"60","22 day ahead inc hosp","2022-01-18","2021-12-27","quantile",0.95,0
"60","23 day ahead inc hosp","2022-01-19","2021-12-27","quantile",0.95,0
"60","24 day ahead inc hosp","2022-01-20","2021-12-27","quantile",0.95,0
"60","25 day ahead inc hosp","2022-01-21","2021-12-27","quantile",0.95,0
"60","1 day ahead inc hosp","2021-12-28","2021-12-27","quantile",0.975,0
"60","2 day ahead inc hosp","2021-12-29","2021-12-27","quantile",0.975,0
"60","3 day ahead inc hosp","2021-12-30","2021-12-27","quantile",0.975,0
"60","4 day ahead inc hosp","2021-12-31","2021-12-27","quantile",0.975,0
"60","5 day ahead inc hosp","2022-01-01","2021-12-27","quantile",0.975,0
"60","6 day ahead inc hosp","2022-01-02","2021-12-27","quantile",0.975,0
"60","7 day ahead inc hosp","2022-01-03","2021-12-27","quantile",0.975,0
"60","8 day ahead inc hosp","2022-01-04","2021-12-27","quantile",0.975,0
"60","9 day ahead inc hosp","2022-01-05","2021-12-27","quantile",0.975,0
"60","10 day ahead inc hosp","2022-01-06","2021-12-27","quantile",0.975,0
"60","11 day ahead inc hosp","2022-01-07","2021-12-27","quantile",0.975,0
"60","12 day ahead inc hosp","2022-01-08","2021-12-27","quantile",0.975,0
"60","13 day ahead inc hosp","2022-01-09","2021-12-27","quantile",0.975,0
"60","14 day ahead inc hosp","2022-01-10","2021-12-27","quantile",0.975,0
"60","15 day ahead inc hosp","2022-01-11","2021-12-27","quantile",0.975,0
"60","16 day ahead inc hosp","2022-01-12","2021-12-27","quantile",0.975,0
"60","17 day ahead inc hosp","2022-01-13","2021-12-27","quantile",0.975,0
"60","18 day ahead inc hosp","2022-01-14","2021-12-27","quantile",0.975,0
"60","19 day ahead inc hosp","2022-01-15","2021-12-27","quantile",0.975,0
"60","20 day ahead inc hosp","2022-01-16","2021-12-27","quantile",0.975,0
"60","21 day ahead inc hosp","2022-01-17","2021-12-27","quantile",0.975,0
"60","22 day ahead inc hosp","2022-01-18","2021-12-27","quantile",0.975,0
"60","23 day ahead inc hosp","2022-01-19","2021-12-27","quantile",0.975,0
"60","24 day ahead inc hosp","2022-01-20","2021-12-27","quantile",0.975,0
"60","25 day ahead inc hosp","2022-01-21","2021-12-27","quantile",0.975,0
"60","1 day ahead inc hosp","2021-12-28","2021-12-27","quantile",0.99,0
"60","2 day ahead inc hosp","2021-12-29","2021-12-27","quantile",0.99,0
"60","3 day ahead inc hosp","2021-12-30","2021-12-27","quantile",0.99,0
"60","4 day ahead inc hosp","2021-12-31","2021-12-27","quantile",0.99,0
"60","5 day ahead inc hosp","2022-01-01","2021-12-27","quantile",0.99,0
"60","6 day ahead inc hosp","2022-01-02","2021-12-27","quantile",0.99,0
"60","7 day ahead inc hosp","2022-01-03","2021-12-27","quantile",0.99,0
"60","8 day ahead inc hosp","2022-01-04","2021-12-27","quantile",0.99,0
"60","9 day ahead inc hosp","2022-01-05","2021-12-27","quantile",0.99,0
"60","10 day ahead inc hosp","2022-01-06","2021-12-27","quantile",0.99,0
"60","11 day ahead inc hosp","2022-01-07","2021-12-27","quantile",0.99,0
"60","12 day ahead inc hosp","2022-01-08","2021-12-27","quantile",0.99,0
"60","13 day ahead inc hosp","2022-01-09","2021-12-27","quantile",0.99,0
"60","14 day ahead inc hosp","2022-01-10","2021-12-27","quantile",0.99,0
"60","15 day ahead inc hosp","2022-01-11","2021-12-27","quantile",0.99,0
"60","16 day ahead inc hosp","2022-01-12","2021-12-27","quantile",0.99,0
"60","17 day ahead inc hosp","2022-01-13","2021-12-27","quantile",0.99,0
"60","18 day ahead inc hosp","2022-01-14","2021-12-27","quantile",0.99,0
"60","19 day ahead inc hosp","2022-01-15","2021-12-27","quantile",0.99,0
"60","20 day ahead inc hosp","2022-01-16","2021-12-27","quantile",0.99,0
"60","21 day ahead inc hosp","2022-01-17","2021-12-27","quantile",0.99,0
"60","22 day ahead inc hosp","2022-01-18","2021-12-27","quantile",0.99,0
"60","23 day ahead inc hosp","2022-01-19","2021-12-27","quantile",0.99,0
"60","24 day ahead inc hosp","2022-01-20","2021-12-27","quantile",0.99,0
"60","25 day ahead inc hosp","2022-01-21","2021-12-27","quantile",0.99,0
"78","1 day ahead inc hosp","2021-12-28","2021-12-27","quantile",0.01,0
"78","2 day ahead inc hosp","2021-12-29","2021-12-27","quantile",0.01,0
"78","3 day ahead inc hosp","2021-12-30","2021-12-27","quantile",0.01,0
"78","4 day ahead inc hosp","2021-12-31","2021-12-27","quantile",0.01,0
"78","5 day ahead inc hosp","2022-01-01","2021-12-27","quantile",0.01,0
"78","6 day ahead inc hosp","2022-01-02","2021-12-27","quantile",0.01,0
"78","7 day ahead inc hosp","2022-01-03","2021-12-27","quantile",0.01,0
"78","8 day ahead inc hosp","2022-01-04","2021-12-27","quantile",0.01,0
"78","9 day ahead inc hosp","2022-01-05","2021-12-27","quantile",0.01,0
"78","10 day ahead inc hosp","2022-01-06","2021-12-27","quantile",0.01,0
"78","11 day ahead inc hosp","2022-01-07","2021-12-27","quantile",0.01,0
"78","12 day ahead inc hosp","2022-01-08","2021-12-27","quantile",0.01,0
"78","13 day ahead inc hosp","2022-01-09","2021-12-27","quantile",0.01,0
"78","14 day ahead inc hosp","2022-01-10","2021-12-27","quantile",0.01,0
"78","15 day ahead inc hosp","2022-01-11","2021-12-27","quantile",0.01,0
"78","16 day ahead inc hosp","2022-01-12","2021-12-27","quantile",0.01,0
"78","17 day ahead inc hosp","2022-01-13","2021-12-27","quantile",0.01,0
"78","18 day ahead inc hosp","2022-01-14","2021-12-27","quantile",0.01,0
"78","19 day ahead inc hosp","2022-01-15","2021-12-27","quantile",0.01,0
"78","20 day ahead inc hosp","2022-01-16","2021-12-27","quantile",0.01,0
"78","21 day ahead inc hosp","2022-01-17","2021-12-27","quantile",0.01,0
"78","22 day ahead inc hosp","2022-01-18","2021-12-27","quantile",0.01,0
"78","23 day ahead inc hosp","2022-01-19","2021-12-27","quantile",0.01,0
"78","24 day ahead inc hosp","2022-01-20","2021-12-27","quantile",0.01,0
"78","25 day ahead inc hosp","2022-01-21","2021-12-27","quantile",0.01,0
"78","1 day ahead inc hosp","2021-12-28","2021-12-27","quantile",0.025,0
"78","2 day ahead inc hosp","2021-12-29","2021-12-27","quantile",0.025,0
"78","3 day ahead inc hosp","2021-12-30","2021-12-27","quantile",0.025,0
"78","4 day ahead inc hosp","2021-12-31","2021-12-27","quantile",0.025,0
"78","5 day ahead inc hosp","2022-01-01","2021-12-27","quantile",0.025,0
"78","6 day ahead inc hosp","2022-01-02","2021-12-27","quantile",0.025,0
"78","7 day ahead inc hosp","2022-01-03","2021-12-27","quantile",0.025,0
"78","8 day ahead inc hosp","2022-01-04","2021-12-27","quantile",0.025,0
"78","9 day ahead inc hosp","2022-01-05","2021-12-27","quantile",0.025,0
"78","10 day ahead inc hosp","2022-01-06","2021-12-27","quantile",0.025,0
"78","11 day ahead inc hosp","2022-01-07","2021-12-27","quantile",0.025,0
"78","12 day ahead inc hosp","2022-01-08","2021-12-27","quantile",0.025,0
"78","13 day ahead inc hosp","2022-01-09","2021-12-27","quantile",0.025,0
"78","14 day ahead inc hosp","2022-01-10","2021-12-27","quantile",0.025,0
"78","15 day ahead inc hosp","2022-01-11","2021-12-27","quantile",0.025,0
"78","16 day ahead inc hosp","2022-01-12","2021-12-27","quantile",0.025,0
"78","17 day ahead inc hosp","2022-01-13","2021-12-27","quantile",0.025,0
"78","18 day ahead inc hosp","2022-01-14","2021-12-27","quantile",0.025,0
"78","19 day ahead inc hosp","2022-01-15","2021-12-27","quantile",0.025,0
"78","20 day ahead inc hosp","2022-01-16","2021-12-27","quantile",0.025,0
"78","21 day ahead inc hosp","2022-01-17","2021-12-27","quantile",0.025,0
